"Name","Place Type","Place Tags","Keg Count","Address","City","State","Postcode","Country","Place Radius (m)"
"Art Spa Hotel","Venue",,"0",,,,,,"50"
"Living Water Hotel","Venue",,"0",,,,,,"50"
"Royal Group Hotel Chun Shan Branch","Venue",,"0",,,,,,"50"
"Royal Group Hotel Wu Fu Branch","Venue",,"0",,,,,,"50"
"Best Hotel Kaohsiung","Venue",,"0",,,,,,"50"
"Ting B&B Hotel","Venue",,"0",,,,,,"50"
"Royal Group Hotel Chang Chien Branch","Venue",,"0",,,,,,"50"
"Ever Luck Hotel","Venue",,"0",,,,,,"50"
"Lealea Garden Hotels Sun Moon Lake","Venue",,"0",,,,,,"50"
"Vip Hotel Taichung","Venue",,"0",,,,,,"50"
"Evergreen Resort Hotel Jiaosi","Venue",,"0",,,,,,"50"
"Hotel B","Venue",,"0",,,,,,"50"
"Sheraton Hsinchu Hotel","Venue",,"0",,,,,,"50"
"Shangri-La Far Eastern Plaza Hotel Tainan","Venue",,"0",,,,,,"50"
"Hotelsense","Venue",,"0",,,,,,"50"
"Simply Life Hotel","Venue",,"0",,,,,,"50"
"Fullon Hotel Danshuei Fishermen's Wharf","Venue",,"0",,,,,,"50"
"Taipei Morning Hotel","Venue",,"0",,,,,,"50"
"Chaiin Hotel Tzung Tung Fu","Venue",,"0",,,,,,"50"
"Beauty Hotels Taipei Hotel B7","Venue",,"0",,,,,,"50"
"Asia Pacific Hotel Danshui","Venue",,"0",,,,,,"50"
"Hotel Sense","Venue",,"0",,,,,,"50"
"City Inn Hotel Ii","Venue",,"0",,,,,,"50"
"Wonstar Hotel Xi Men","Venue",,"0",,,,,,"50"
"Dandy Hotel Tianjin Branch","Venue",,"0",,,,,,"50"
"Ocean Hotel","Venue",,"0",,,,,,"50"
"Ximen Citizen Hotel Main Build","Venue",,"0",,,,,,"50"
"Liga Hotel","Venue",,"0",,,,,,"50"
"Donghwa Hotel","Venue",,"0",,,,,,"50"
"Saual Keh Hotel","Venue",,"0",,,,,,"50"
"Tanxiang Resort Hotel Sun Moon Lake","Venue",,"0",,,,,,"50"
"Muzik Hotel","Venue",,"0",,,,,,"50"
"Cullinan Hotel","Venue",,"0",,,,,,"50"
"Ecfa Hotel Wannian","Venue",,"0",,,,,,"50"
"Hotel 73 (Deluxe Double)","Venue",,"0",,,,,,"50"
"Hotel Metropolitan","Venue",,"0",,,,,,"50"
"Orange Hotel-Linsen Taipei","Venue",,"0",,,,,,"50"
"Diary Of Taipei Hotel Wanguo","Venue",,"0",,,,,,"50"
"Hotelcheers","Venue",,"0",,,,,,"50"
"Michi Hotel","Venue",,"0",,,,,,"50"
"Star Hotel","Venue",,"0",,,,,,"50"
"Honeydew Hotel","Venue",,"0",,,,,,"50"
"Kun Hotel","Venue",,"0",,,,,,"50"
"Ren Mei Business Hotel","Venue",,"0",,,,,,"50"
"Taichung One Chung Business Hotel","Venue",,"0",,,,,,"50"
"Beauty Hotels Taipei Hotel Bnight","Venue",,"0",,,,,,"50"
"Cai She Hotel","Venue",,"0",,,,,,"50"
"Green World Hotel Song Jiang","Venue",,"0",,,,,,"50"
"Rose Boutique Hotel Taipei Main Station","Venue",,"0",,,,,,"50"
"1967 City Central Hotel","Venue",,"0",,,,,,"50"
"Tansoma Business Hotel","Venue",,"0",,,,,,"50"
"Mc Ellys Hotel","Venue",,"0",,,,,,"50"
"Sunshine Hotel Zanzibar","Venue",,"0",,,,,,"50"
"Browns Marlile Hotel (historical)","Venue",,"0","601 Pennsylvania Avenue Northwest","Washington","District of Columbia","20004","United States","50"
"Blodgetts Hotel (historical)","Venue",,"0","701 E Street Northwest","Washington","District of Columbia","20436","United States","50"
"Hotel Cemetery","Venue",,"0",,,,,,"50"
"Cornerstone Hotel","Venue",,"0",,,,,,"50"
"The City Royal Resort Hotel","Venue",,"0",,,,,,"50"
"Le Petit Village Hotel","Venue",,"0",,,,,,"50"
"Afrique Suites Hotel","Venue",,"0",,,,,,"50"
"Fairway Hotel","Venue",,"0",,,,,,"50"
"Tourist Hotel","Venue",,"0",,,,,,"50"
"Ivys Hotel","Venue",,"0",,,,,,"50"
"Thames Hotel","Venue",,"0",,,,,,"50"
"Grand Imperial Hotel","Venue",,"0",,,,,,"50"
"Colline Hotel Ltd","Venue",,"0",,,,,,"50"
"Premier Hotel Rus Bus Stop","Venue",,"0",,,,,,"50"
"Tokyo Star Hotel","Venue",,"0",,,,,,"50"
"7 Days Hotel Kiev","Venue",,"0",,,,,,"50"
"Aurora Hotel","Venue",,"0",,,,,,"50"
"Swiss Hotel","Venue",,"0",,,,,,"50"
"City Park Hotel","Venue",,"0",,,,,,"50"
"Prague Hotel","Venue",,"0",,,,,,"50"
"Bakara Art Hotel","Venue",,"0",,,,,,"50"
"Four Points By Sheraton Zaporozhye Hotel","Venue",,"0",,,,,,"50"
"Grande Petite Hotel Odessa","Venue",,"0",,,,,,"50"
"Ok Arcadia Hotel Odessa","Venue",,"0",,,,,,"50"
"Metro Hotel Apartments","Venue",,"0",,,,,,"50"
"Premier Geneva Hotel","Venue",,"0",,,,,,"50"
"Premier Hotel Dnister","Venue",,"0",,,,,,"50"
"Gadsbys Hotel (historical)","Venue",,"0",,"Washington","District of Columbia","20004","United States","50"
"Jackson Hotel (historical)","Venue",,"0","333 Constitution Avenue Northwest","Washington","District of Columbia","20001","United States","50"
"Mades Hotel (historical)","Venue",,"0",,"Washington","District of Columbia","20004","United States","50"
"McKeown Hotel (historical)","Venue",,"0","215 6th Street Northwest","Washington","District of Columbia","20004","United States","50"
"Shapira Hotel","Venue",,"0",,,,,,"50"
"Roper Hotel","Venue",,"0",,,,,,"50"
"Rice Hotel","Venue",,"0",,,,,,"50"
"Park Hotel","Venue",,"0",,,,,,"50"
"Mobley Hotel","Venue",,"0",,,,,,"50"
"Kyle Hotel","Venue",,"0",,,,,,"50"
"J T Brown Hotel","Venue",,"0",,,,,,"50"
"Hotel Point","Venue",,"0",,,,,,"50"
"Hotel Faust","Venue",,"0",,,,,,"50"
"Hotel Blessing","Venue",,"0",,,,,,"50"
"Hilton Hotel","Venue",,"0",,,,,,"50"
"Havana Hotel","Venue",,"0",,,,,,"50"
"Galvez Hotel","Venue",,"0",,,,,,"50"
"Diligence Hotel","Venue",,"0",,,,,,"50"
"Driskill Hotel","Venue",,"0",,,,,,"50"
"Baker Hotel","Venue",,"0",,,,,,"50"
"Hotel Point","Venue",,"0",,,,,,"50"
"White Horse Hotel (historical)","Venue",,"0",,,,,,"50"
"Boyds Hotel","Venue",,"0",,,,,,"50"
"Hoteleon School (historical)","Venue",,"0",,,,,,"50"
"Hotel Dieu","Venue",,"0",,,,,,"50"
"Beaumont Hotel Airport","Venue",,"0",,,,,,"50"
"Hotel Row Historic District","Venue",,"0",,,,,,"50"
"Varnum Hotel (historical)","Venue",,"0","9 Independence Avenue Southeast","Washington","District of Columbia","20515","United States","50"
"Union Hotel (historical)","Venue",,"0","3295-3297 M Street Northwest","Washington","District of Columbia","20007","United States","50"
"Saint Charles Hotel (historical)","Venue",,"0","301 Constitution Avenue Northwest","Washington","District of Columbia","20004","United States","50"
"Raleigh Hotel (historical)","Venue",,"0","7 1201 Pennsylvania Avenue Northwest","Washington","District of Columbia","20004","United States","50"
"Clifton House Hotel","Venue",,"0",,,,,,"50"
"Vele Rosse Hotel","Venue",,"0",,,,,,"50"
"Hotel Taurus","Venue",,"0",,,,,,"50"
"Bukovyna Hotel","Venue",,"0",,,,,,"50"
"Khreschatik Hotel","Venue",,"0",,,,,,"50"
"Hotel Oreanda   Yalta   Crimea","Venue",,"0",,,,,,"50"
"Hotel Prague","Venue",,"0",,,,,,"50"
"Park Hotel","Venue",,"0",,,,,,"50"
"Otrada Hotel","Venue",,"0",,,,,,"50"
"Frapolli Hotel","Venue",,"0",,,,,,"50"
"Cheremosh Hotel","Venue",,"0",,,,,,"50"
"Yunost Hotel","Venue",,"0",,,,,,"50"
"Ukraina Hotel Simferopol","Venue",,"0",,,,,,"50"
"Tsentralnaya Hotel","Venue",,"0",,,,,,"50"
"Gala Hotel","Venue",,"0",,,,,,"50"
"London Hotel","Venue",,"0",,,,,,"50"
"Academy Dnepropetrovsk Hotel","Venue",,"0",,,,,,"50"
"Boutique Hotel Riviera On Podol","Venue",,"0",,,,,,"50"
"Moscow Hotel","Venue",,"0",,,,,,"50"
"Radisson SAS Hotel","Venue",,"0",,,,,,"50"
"Lybid Hotel","Venue",,"0",,,,,,"50"
"Hotel Ocean Paradise","Venue",,"0",,,,,,"50"
"Hotel Nungwi Inn","Venue",,"0",,,,,,"50"
"Doubletree Resort By Hilton Hotel Zanzibar Nungwi","Venue",,"0",,,,,,"50"
"East African Hotel All Suites","Venue",,"0",,,,,,"50"
"Snowcrest Hotel","Venue",,"0",,,,,,"50"
"Protea Hotel Amani Beach","Venue",,"0",,,,,,"50"
"Hotel South Beach Resort","Venue",,"0",,,,,,"50"
"Mayfair Hotel","Venue",,"0",,,,,,"50"
"Mediterraneo Hotel","Venue",,"0",,,,,,"50"
"Boutique Hotel Matlai","Venue",,"0",,,,,,"50"
"Mashariki Palace Hotel","Venue",,"0",,,,,,"50"
"Natsionalny Hotel","Venue",,"0",,,,,,"50"
"Ten Rooms Hotel","Venue",,"0",,,,,,"50"
"Bakkara Art-Hotel","Venue",,"0",,,,,,"50"
"Sun Light Hotel","Venue",,"0",,,,,,"50"
"Old Continent Hotel","Venue",,"0",,,,,,"50"
"Royal Grand Hotel","Venue",,"0",,,,,,"50"
"Palazzo Premier Hotel","Venue",,"0",,,,,,"50"
"Accord Hotel Business","Venue",,"0",,,,,,"50"
"Aurora Premier Hotel","Venue",,"0",,,,,,"50"
"Boutique-Hotel Vozdvyzhensky","Venue",,"0",,,,,,"50"
"Khreschatyk City Center Hotel","Venue",,"0",,,,,,"50"
"Tourist Hotel Kiev","Venue",,"0",,,,,,"50"
"Staro Hotel Kiev s","Venue",,"0",,,,,,"50"
"Edem Hotel","Venue",,"0",,,,,,"50"
"Frederic Koklen Boutique Hotel","Venue",,"0",,,,,,"50"
"Soborniy Hotel","Venue",,"0",,,,,,"50"
"Park Hotel","Venue",,"0",,,,,,"50"
"Citadel Inn Hotel Resort","Venue",,"0",,,,,,"50"
"Hotel Kozatskiy On Antonova Str","Venue",,"0",,,,,,"50"
"De Gaulle Boutique Hotel","Venue",,"0",,,,,,"50"
"Yellow Unlimited Hotel","Venue",,"0",,,,,,"50"
"Seasons Spa Boutique Hotel","Venue",,"0",,,,,,"50"
"Black Sea Hotel Pantelyeimonovskaya","Venue",,"0",,,,,,"50"
"Royal Deluxe Hotel","Venue",,"0",,,,,,"50"
"Bratislava Hotel","Venue",,"0",,,,,,"50"
"Cosmopolite Hotel","Venue",,"0",,,,,,"50"
"Fairmont Grand Hotel","Venue",,"0",,,,,,"50"
"Jazz Apart Hotel","Venue",,"0",,,,,,"50"
"Geneva Resort Hotel","Venue",,"0",,,,,,"50"
"Atlas Deluxe Hotel","Venue",,"0",,,,,,"50"
"Ribas Hotel","Venue",,"0",,,,,,"50"
"Victoria Hotel","Venue",,"0",,,,,,"50"
"Pirosmani Boutique Hotel","Venue",,"0",,,,,,"50"
"Assos Kervansaray Hotel","Venue",,"0",,,,,,"50"
"Royal Taj Mahal Hotel","Venue",,"0",,,,,,"50"
"Hunkar Palace Hotel & Spa","Venue",,"0",,,,,,"50"
"Hotel Saritas","Venue",,"0",,,,,,"50"
"Anatolia Beach Hotel","Venue",,"0",,,,,,"50"
"Vogue Hotel Avantgarde","Venue",,"0",,,,,,"50"
"Club Hotel Sunbel","Venue",,"0",,,,,,"50"
"Hotel Fame Kemer","Venue",,"0",,,,,,"50"
"Hotel Pine House Hotel","Venue",,"0",,,,,,"50"
"Barut Hotels Labada","Venue",,"0",,,,,,"50"
"Zena Resort Hotel","Venue",,"0",,,,,,"50"
"Hotel Kemer Reach","Venue",,"0",,,,,,"50"
"Royal Palm Resort And Hotel","Venue",,"0",,,,,,"50"
"Adonis Kemer Hotel","Venue",,"0",,,,,,"50"
"Xanthe Resort & Spa Hotel","Venue",,"0",,,,,,"50"
"Sidekum Hotel","Venue",,"0",,,,,,"50"
"Apart Hotel Sun City","Venue",,"0",,,,,,"50"
"Sweet Home Boutique Hotel","Venue",,"0",,,,,,"50"
"Hotel Olympians Hotels Resort & Spa","Venue",,"0",,,,,,"50"
"Hotel Febeach Side","Venue",,"0",,,,,,"50"
"Hotel Sirma","Venue",,"0",,,,,,"50"
"Apart Hotel Victoria Princess","Venue",,"0",,,,,,"50"
"Palmiye Hotel","Venue",,"0",,,,,,"50"
"Happy Hotel","Venue",,"0",,,,,,"50"
"Marigold Thermal And Spa Hotel Bursa","Venue",,"0",,,,,,"50"
"Polat Thermal Hotel","Venue",,"0",,,,,,"50"
"Hotel Ottoman Palace","Venue",,"0",,,,,,"50"
"Wow Airport Hotel","Venue",,"0",,,,,,"50"
"Comfort Hotel Beylikduzu","Venue",,"0",,,,,,"50"
"Radisson Blu Conference & Airport Hotel","Venue",,"0",,,,,,"50"
"Hotel Timo","Venue",,"0",,,,,,"50"
"Hotel Aydinbey Gold Dreams","Venue",,"0",,,,,,"50"
"Hotel Sentido Golden Bay","Venue",,"0",,,,,,"50"
"Kleopatra Euro Hotel","Venue",,"0",,,,,,"50"
"Likya Residence Hotel Spa","Venue",,"0",,,,,,"50"
"Hotel Magic","Venue",,"0",,,,,,"50"
"Hotel Onura","Venue",,"0",,,,,,"50"
"Hatay & Antioch Hotel Istanbul","Venue",,"0",,,,,,"50"
"Kupeli Palace Hotel","Venue",,"0",,,,,,"50"
"Hotel Club Hotel Grand Efe","Venue",,"0",,,,,,"50"
"Hotel Asena Beach","Venue",,"0",,,,,,"50"
"Light House Hotel","Venue",,"0",,,,,,"50"
"Akkoc Butik Hotel","Venue",,"0",,,,,,"50"
"Royal Carine Hotel","Venue",,"0",,,,,,"50"
"Sheraton Ankara Hotel & Convention Center","Venue",,"0",,,,,,"50"
"Buyukhanli Park Hotel & Residence","Venue",,"0",,,,,,"50"
"Gelidonya Hotel Adrasan","Venue",,"0",,,,,,"50"
"Dab Hotel","Venue",,"0",,,,,,"50"
"Arkadas Hotel","Venue",,"0",,,,,,"50"
"Club Hotel Falcon","Venue",,"0",,,,,,"50"
"Club Turan Prince World Hotel","Venue",,"0",,,,,,"50"
"Novum Garden Side Hotel","Venue",,"0",,,,,,"50"
"Pamira Hotel","Venue",,"0",,,,,,"50"
"Antalya Hotel Resort & Spa","Venue",,"0",,,,,,"50"
"Belkon Hotel","Venue",,"0",,,,,,"50"
"Hotel Siam Elegance Hotels & Spa","Venue",,"0",,,,,,"50"
"Ic Hotels Santai Family Resort","Venue",,"0",,,,,,"50"
"Hotel Grand Kaptan","Venue",,"0",,,,,,"50"
"Tac Premier Hotel & Spa","Venue",,"0",,,,,,"50"
"Bone Club Hotel Svs","Venue",,"0",,,,,,"50"
"Grand Zaman Beach Hotel","Venue",,"0",,,,,,"50"
"Kleopatra Balik Hotel","Venue",,"0",,,,,,"50"
"Titanic Beach & Resort Hotel","Venue",,"0",,,,,,"50"
"Apart Hotel Green Garden","Venue",,"0",,,,,,"50"
"Wyndham Istanbul Petek Hotel","Venue",,"0",,,,,,"50"
"Istanbul Dedem Hotel","Venue",,"0",,,,,,"50"
"Blue World Hotel","Venue",,"0",,,,,,"50"
"Broken Column Hotel","Venue",,"0",,,,,,"50"
"Eski Konak Hotel","Venue",,"0",,,,,,"50"
"Cenevre Hotel","Venue",,"0",,,,,,"50"
"Asia Artemis Hotel","Venue",,"0",,,,,,"50"
"Cihangir Ceylan Suite Hotel","Venue",,"0",,,,,,"50"
"Kuk Hotel","Venue",,"0",,,,,,"50"
"Malabadi Beyazit Hotel","Venue",,"0",,,,,,"50"
"Hamidiye Hotel","Venue",,"0",,,,,,"50"
"Caratpark Hotel Taksim","Venue",,"0",,,,,,"50"
"Ayasofya Apart Hotel","Venue",,"0",,,,,,"50"
"Eser Diamond Hotel & Convention Centre","Venue",,"0",,,,,,"50"
"Rouge Noire Hotel","Venue",,"0",,,,,,"50"
"The House Hotel Bosphorus","Venue",,"0",,,,,,"50"
"Arden Anex Hotel","Venue",,"0",,,,,,"50"
"Nicoleport Hotel","Venue",,"0",,,,,,"50"
"Momento Hotel Istanbul","Venue",,"0",,,,,,"50"
"As Hotel Taksim","Venue",,"0",,,,,,"50"
"Mia Berre Hotels","Venue",,"0",,,,,,"50"
"Amethyst Hotel","Venue",,"0",,,,,,"50"
"Siesta Hotel","Venue",,"0",,,,,,"50"
"Best Nobel Hotel 2","Venue",,"0",,,,,,"50"
"Emmasaray Hotel","Venue",,"0",,,,,,"50"
"Sultanahmet Park Hotel","Venue",,"0",,,,,,"50"
"Daylight Hotel","Venue",,"0",,,,,,"50"
"Aston Residence Hotel","Venue",,"0",,,,,,"50"
"Grand Durmaz Hotel","Venue",,"0",,,,,,"50"
"Ercan Inn Hotel","Venue",,"0",,,,,,"50"
"Nixon Bosphorus Dry Hotel","Venue",,"0",,,,,,"50"
"Hotel Eve House","Venue",,"0",,,,,,"50"
"Kuran Hotel International","Venue",,"0",,,,,,"50"
"Arca Suite Hotel","Venue",,"0",,,,,,"50"
"Hotel Buyuk Sahinler","Venue",,"0",,,,,,"50"
"Oran Hotel","Venue",,"0",,,,,,"50"
"The New House Hotel","Venue",,"0",,,,,,"50"
"Atik Palace Hotel","Venue",,"0",,,,,,"50"
"Hotel Ramada Istanbul Taksim","Venue",,"0",,,,,,"50"
"Ikbal De Luxe Hotel","Venue",,"0",,,,,,"50"
"Mari Time Hotel","Venue",,"0",,,,,,"50"
"Sabra Residence Hotel","Venue",,"0",,,,,,"50"
"Black Tulip Hotel","Venue",,"0",,,,,,"50"
"Plus Hotel Cihangir Suites","Venue",,"0",,,,,,"50"
"Hotel Ocean's 7","Venue",,"0",,,,,,"50"
"Holiday Time Hotel","Venue",,"0",,,,,,"50"
"Eser Premium Hotel & Spa","Venue",,"0",,,,,,"50"
"Delta Hotel Istanbul","Venue",,"0",,,,,,"50"
"Mercia Hotels & Resort","Venue",,"0",,,,,,"50"
"Avcilar Inci Hotel","Venue",,"0",,,,,,"50"
"Cuento Hotel","Venue",,"0",,,,,,"50"
"Hotel Istanbul Kaya Madrid","Venue",,"0",,,,,,"50"
"Orient Express Hotel - Sirkeci Group","Venue",,"0",,,,,,"50"
"Faros Hotel Sirkeci","Venue",,"0",,,,,,"50"
"Taksim Plussuite Hotel","Venue",,"0",,,,,,"50"
"Sura Design Hotel And Suites","Venue",,"0",,,,,,"50"
"Corinne Hotel","Venue",,"0",,,,,,"50"
"Eurostars Hotel Old City","Venue",,"0",,,,,,"50"
"Huxley Hotel Old City","Venue",,"0",,,,,,"50"
"Hatay Hotel","Venue",,"0",,,,,,"50"
"Istanbul Marriott Hotel Sisli","Venue",,"0",,,,,,"50"
"Cvk Hotels And Resorts - Park Bosphorus Istanbul","Venue",,"0",,,,,,"50"
"Euro Park Hotel","Venue",,"0",,,,,,"50"
"Hotel Emir Fosse Beach","Venue",,"0",,,,,,"50"
"Club Hotel Mira","Venue",,"0",,,,,,"50"
"Rumi Hotel","Venue",,"0",,,,,,"50"
"Met Boutique Hotel","Venue",,"0",,,,,,"50"
"Grand Aydogan Hotel","Venue",,"0",,,,,,"50"
"Prime Boutique Hotel","Venue",,"0",,,,,,"50"
"Ramada Plaza Grand Bazaar Hotel (Ex.Park Savur)","Venue",,"0",,,,,,"50"
"Black Bird Thermal Hotel Spa","Venue",,"0",,,,,,"50"
"Central Park Hotel ÇeMe","Venue",,"0",,,,,,"50"
"Dalyan Myra Hotel","Venue",,"0",,,,,,"50"
"Suhan Stone Hotel","Venue",,"0",,,,,,"50"
"Evita Apart Hotel","Venue",,"0",,,,,,"50"
"Cesme Troy Boutique Hotel & Spa","Venue",,"0",,,,,,"50"
"Ayvalik Cinar Hotel","Venue",,"0",,,,,,"50"
"Koz Eliba Hotel","Venue",,"0",,,,,,"50"
"Eleven Hotel","Venue",,"0",,,,,,"50"
"Oglakcioglu Cesme Hotel","Venue",,"0",,,,,,"50"
"Tuntas Apart Hotel Altinkum","Venue",,"0",,,,,,"50"
"Bellezza Hotel Ortaköy","Venue",,"0",,,,,,"50"
"Bilek Hotel Istanbul","Venue",,"0",,,,,,"50"
"Dragut Point South Hotel","Venue",,"0",,,,,,"50"
"Balikçilar Hotel","Venue",,"0",,,,,,"50"
"Gundem Resort Hotel","Venue",,"0",,,,,,"50"
"Apex Hotel","Venue",,"0",,,,,,"50"
"Bright Suites Hotel","Venue",,"0",,,,,,"50"
"Skys Hotel","Venue",,"0",,,,,,"50"
"Day Aparts Hotel","Venue",,"0",,,,,,"50"
"Net House Hotel","Venue",,"0",,,,,,"50"
"Azak Hotel Topkapi","Venue",,"0",,,,,,"50"
"Princess Old City Hotel","Venue",,"0",,,,,,"50"
"Orty Hotel Airport Zmir","Venue",,"0",,,,,,"50"
"Kamer Suites & Hotel","Venue",,"0",,,,,,"50"
"Eftalia Aytur Hotel","Venue",,"0",,,,,,"50"
"Mevre Hotel","Venue",,"0",,,,,,"50"
"Caria Royal Dalyan Hotel","Venue",,"0",,,,,,"50"
"Mom Hotel","Venue",,"0",,,,,,"50"
"Sema Hotel","Venue",,"0",,,,,,"50"
"Diamond Park Hotel Safranbolu","Venue",,"0",,,,,,"50"
"Omer Thermal Hotel & Holiday Village","Venue",,"0",,,,,,"50"
"Risa Hotel","Venue",,"0",,,,,,"50"
"Ekinhan Hotel","Venue",,"0",,,,,,"50"
"Eris Hotel","Venue",,"0",,,,,,"50"
"Arsen Hotel","Venue",,"0",,,,,,"50"
"Zeus Kumlubuk Hotel","Venue",,"0",,,,,,"50"
"Sirin Park Hotel Adana","Venue",,"0",,,,,,"50"
"Novia Lucida Beach Hotel","Venue",,"0",,,,,,"50"
"Vialand Palace Hotel","Venue",,"0",,,,,,"50"
"Anatolian Cave Hotel","Venue",,"0",,,,,,"50"
"The Time Istanbul Hotel","Venue",,"0",,,,,,"50"
"Rosary Beach Hotel","Venue",,"0",,,,,,"50"
"Expocity Hotel","Venue",,"0",,,,,,"50"
"Ikbal Deluxe Hotel Istanbul","Venue",,"0",,,,,,"50"
"Courtyard By Marriott Istanbul International Airport Hotel","Venue",,"0",,,,,,"50"
"Peninsula Galata Boutique Hotel","Venue",,"0",,,,,,"50"
"Seminal Hotel","Venue",,"0",,,,,,"50"
"Santa Ottoman Hotel","Venue",,"0",,,,,,"50"
"Biz Cevahir Sultanahmet Hotel","Venue",,"0",,,,,,"50"
"Sed Hotel","Venue",,"0",,,,,,"50"
"Ayna Hotel","Venue",,"0",,,,,,"50"
"Hotel The Marmara Taksim","Venue",,"0",,,,,,"50"
"Manesol Taksim Hotel (Ex Park City Hotel)","Venue",,"0",,,,,,"50"
"Noma Hotel","Venue",,"0",,,,,,"50"
"Antik Boutique Hotel Side","Venue",,"0",,,,,,"50"
"Sheraton Adana Hotel","Venue",,"0",,,,,,"50"
"Almila Side Suit Hotel","Venue",,"0",,,,,,"50"
"Basil's Apart Hotel","Venue",,"0",,,,,,"50"
"Melekler Evi Hotel","Venue",,"0",,,,,,"50"
"DoubleTree by Hilton Hotel Kusadasi","Venue",,"0",,,,,,"50"
"Bella Hotel","Venue",,"0",,,,,,"50"
"Grand Halic Hotel","Venue",,"0",,,,,,"50"
"Aprilis Hotel","Venue",,"0",,,,,,"50"
"Arden Boutique Hotel","Venue",,"0",,,,,,"50"
"Romantic Hotel Istanbul","Venue",,"0",,,,,,"50"
"Daru Sultan Hotels Galata","Venue",,"0",,,,,,"50"
"Sultan's Eye Comfort Hotel","Venue",,"0",,,,,,"50"
"Gumusyan Hotel","Venue",,"0",,,,,,"50"
"Radisson Blu Bosphorus Hotel Istanbul","Venue",,"0",,,,,,"50"
"Erdoba Elegance Hotel & Convention Center","Venue",,"0",,,,,,"50"
"Club Vela Hotel","Venue",,"0",,,,,,"50"
"Dora Beach Hotel","Venue",,"0",,,,,,"50"
"Ares City Hotel Ex Kami Hotel","Venue",,"0",,,,,,"50"
"Ascot Hotel Buyukada","Venue",,"0",,,,,,"50"
"Ale Suite Hotel","Venue",,"0",,,,,,"50"
"Club Hotel Beldiana","Venue",,"0",,,,,,"50"
"Green Park Hotel Merter","Venue",,"0",,,,,,"50"
"D Hotel Maris","Venue",,"0",,,,,,"50"
"Aqua Bella Beach Hotels","Venue",,"0",,,,,,"50"
"Kimeros Life Hotel","Venue",,"0",,,,,,"50"
"Daru'l Eman Hotel","Venue",,"0",,,,,,"50"
"Himeros Club Hotel","Venue",,"0",,,,,,"50"
"Darkmen Boutique Hotel","Venue",,"0",,,,,,"50"
"Helen Park Hotel","Venue",,"0",,,,,,"50"
"Golden Gate Hotel & Studios","Venue",,"0",,,,,,"50"
"Vera Club Hotel Mare","Venue",,"0",,,,,,"50"
"DoubleTree by Hilton Hotel Avanos - Cappadocia","Venue",,"0",,,,,,"50"
"Markiz Hotel","Venue",,"0",,,,,,"50"
"Grand De-Liban Hotel","Venue",,"0",,,,,,"50"
"Garra Hotels","Venue",,"0",,,,,,"50"
"Turunc Premium Hotel","Venue",,"0",,,,,,"50"
"Ipek Palace Boutique Hotel","Venue",,"0",,,,,,"50"
"Serena Suites Hotel","Venue",,"0",,,,,,"50"
"Rox Hotel","Venue",,"0",,,,,,"50"
"Blue House Hotel","Venue",,"0",,,,,,"50"
"Hotel Efes","Venue",,"0",,,,,,"50"
"Ic Hotels Residence","Venue",,"0",,,,,,"50"
"Dynasty Hotel","Venue",,"0",,,,,,"50"
"Kleopatra Arsi Hotel","Venue",,"0",,,,,,"50"
"Erciyes Hotel","Venue",,"0",,,,,,"50"
"Via La Perla Spa & Hotel","Venue",,"0",,,,,,"50"
"Mercan Hotel","Venue",,"0",,,,,,"50"
"Palmeden Hotel","Venue",,"0",,,,,,"50"
"Dilekagaci Hotel","Venue",,"0",,,,,,"50"
"Flora Hotel & Apart","Venue",,"0",,,,,,"50"
"Sunrise Queen Hotelsusp","Venue",,"0",,,,,,"50"
"Yv Hotel","Venue",,"0",,,,,,"50"
"Sedative Boutique Hotel&Spa","Venue",,"0",,,,,,"50"
"Burak Hotel","Venue",,"0",,,,,,"50"
"Babadag Hotel","Venue",,"0",,,,,,"50"
"Ercanhan Hotel","Venue",,"0",,,,,,"50"
"Oylum Garden Hotel","Venue",,"0",,,,,,"50"
"Viking Star Hotel","Venue",,"0",,,,,,"50"
"Caprice Beach Hotel","Venue",,"0",,,,,,"50"
"Hotel Karbel Sun","Venue",,"0",,,,,,"50"
"Turquoise Hotel","Venue",,"0",,,,,,"50"
"Saphir Hotel & Villas","Venue",,"0",,,,,,"50"
"Hotel La Villa","Venue",,"0",,,,,,"50"
"Omer Bey Konak Hotel","Venue",,"0",,,,,,"50"
"My Residence Boutique Hotel Nisantasi","Venue",,"0",,,,,,"50"
"Klassis Resort Hotel","Venue",,"0",,,,,,"50"
"Majesty Suzer Hotel","Venue",,"0",,,,,,"50"
"Minyon Boutique Hotel","Venue",,"0",,,,,,"50"
"Allstar Lamartine Hotel","Venue",,"0",,,,,,"50"
"Istanbul Intl Airport Hotel","Venue",,"0",,,,,,"50"
"Grand Star Hotel","Venue",,"0",,,,,,"50"
"Pera Rose Boutique Hotel","Venue",,"0",,,,,,"50"
"Allstar Marinem Hotel","Venue",,"0",,,,,,"50"
"Atami Hotel","Venue",,"0",,,,,,"50"
"Venus Hotel","Venue",,"0",,,,,,"50"
"Sea Gull Hotel","Venue",,"0",,,,,,"50"
"Baia Hotel Bodrum","Venue",,"0",,,,,,"50"
"Vega Hotel","Venue",,"0",,,,,,"50"
"Delphin Palace And Spa Hotel","Venue",,"0",,,,,,"50"
"Papillon Zeugma Hotel","Venue",,"0",,,,,,"50"
